pid,tid,searchSeq,url,seq,answerCount,loc
1,2,0,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,0,25,669
1,2,0,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,1,1,8
1,2,0,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,2,4,24
1,2,0,https://stackoverflow.com/questions/31553155/sort-by-object-key-in-descending-order-on-javascript-underscore,3,3,44
1,2,0,https://stackoverflow.com/questions/56996782/javascript-sorting-objects-not-arrays-in-descending,4,2,16
1,2,0,https://stackoverflow.com/questions/1129216/sort-array-of-objects-by-string-property-value,5,29,727
1,2,0,https://stackoverflow.com/questions/49365109/sort-array-of-objects-with-letters-and-numbers-in-descending-order,6,3,47
1,2,0,https://stackoverflow.com/questions/72084911/how-do-i-sort-array-of-objects-in-descending-order-based-on-alphanumeric-value-i,7,1,47
1,2,0,https://stackoverflow.com/questions/65687818/js-sort-array-of-objets-by-specific-string-property-not-ascending-or-descending,8,5,100
1,2,0,https://stackoverflow.com/questions/12900058/how-can-i-sort-a-javascript-array-of-objects-numerically-and-then-alphabetically,9,4,59
1,2,1,https://stackoverflow.com/questions/1063007/how-to-sort-an-array-of-integers-correctly,0,25,310
1,2,1,https://stackoverflow.com/questions/72481509/javascript-sort-an-array-of-numbers-from-highest-to-lowest-but-keep-original-in,1,1,18
1,2,1,https://stackoverflow.com/questions/7000851/how-to-sort-numbers-correctly-with-array-sort,2,5,36
1,2,1,https://stackoverflow.com/questions/65836611/javascript-sort-an-array-by-biggest-and-lowest-number,3,1,51
1,2,1,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,4,25,669
1,2,1,https://stackoverflow.com/questions/50973867/sorting-objects-in-an-array-based-on-a-property-from-greatest-to-least,5,2,33
1,2,1,https://stackoverflow.com/questions/60196025/sort-object-based-on-value-highest-to-lowest,6,1,11
1,2,1,https://stackoverflow.com/questions/69816084/js-what-is-the-most-efficient-way-to-sort-an-array-of-objects-into-sections,7,3,164
1,2,1,https://stackoverflow.com/questions/63767514/sort-an-array-from-highest-to-lowest,8,2,64
1,2,1,https://stackoverflow.com/questions/69660322/sort-a-chart-from-lowest-to-highest-value-in-chart-js,9,0,0
1,4,0,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,0,22,532
1,4,0,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,1,1,11
1,4,0,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,2,1,3
1,4,0,https://stackoverflow.com/questions/60689698/how-to-format-currency-and-time-in-javascript,3,2,89
1,4,0,https://stackoverflow.com/questions/19664926/proper-js-currency-format-with-commas-and-decimals,4,2,50
1,4,0,https://stackoverflow.com/questions/69668216/currency-format-in-euro,5,1,2
1,4,0,https://stackoverflow.com/questions/40426965/javascript-function-to-format-as-money,6,1,7
1,4,0,https://stackoverflow.com/questions/46235907/format-currency-in-javascript-removing-00,7,6,34
1,4,0,https://stackoverflow.com/questions/68549027/currency-formatting-using-intl-numberformat-without-currency-symbol,8,1,85
1,3,0,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,0,0,0
1,3,0,https://stackoverflow.com/questions/6116474/how-to-find-if-an-array-contains-a-specific-string-in-javascript-jquery,1,0,0
1,3,0,https://stackoverflow.com/questions/52460473/find-object-with-specific-value-in-array,2,0,0
1,3,0,https://stackoverflow.com/questions/13964155/get-javascript-object-from-array-of-objects-by-value-of-property,3,0,0
1,3,0,https://stackoverflow.com/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects,4,0,0
1,3,0,https://stackoverflow.com/questions/52311150/find-all-matching-elements-with-in-an-array-of-objects,5,0,0
1,3,0,https://stackoverflow.com/questions/237104/how-do-i-check-if-an-array-includes-a-value-in-javascript,6,0,0
1,3,0,https://stackoverflow.com/questions/35206125/how-can-i-find-and-update-values-in-an-array-of-objects,7,0,0
1,3,0,https://stackoverflow.com/questions/57607836/find-an-item-in-array-and-get-whats-left,8,0,0
1,3,0,https://stackoverflow.com/questions/143847/best-way-to-find-if-an-item-is-in-a-javascript-array,9,0,0
1,1,0,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,0,0,0
1,1,0,https://stackoverflow.com/questions/42523881/how-to-clone-a-javascript-array-of-objects,1,0,0
1,1,0,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,2,0,0
1,1,0,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,3,0,0
1,1,0,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,4,0,0
1,1,0,https://stackoverflow.com/questions/44808882/cloning-an-array-in-javascript-typescript,5,0,0
1,1,0,https://stackoverflow.com/questions/53273218/javascript-deep-copy-an-array-containing-nested-objects-arrays-functions,6,0,0
1,1,0,https://stackoverflow.com/questions/68764568/why-my-code-to-clone-an-array-doesnt-work-javascript,7,0,0
1,1,0,https://stackoverflow.com/questions/597588/how-do-you-clone-an-array-of-objects-in-javascript,8,0,0
1,1,0,https://stackoverflow.com/questions/48219487/javascript-how-to-clone-array-without-reference,9,0,0
1,5,0,https://stackoverflow.com/questions/29651815/format-date-and-subtract-days-using-moment-js,0,0,0
1,5,0,https://stackoverflow.com/questions/25888182/moment-js-how-to-subtract-7-days-from-current-date,1,0,0
1,5,0,https://stackoverflow.com/questions/68756983/how-add-and-subtract-days-using-moment-js-for-the-given-timestamp-value,2,0,0
1,5,0,https://stackoverflow.com/questions/58626988/subtract-days-after-the-current-date-moment-js,3,0,0
1,5,0,https://stackoverflow.com/questions/54019837/subtract-one-day-from-a-particular-date-using-momentjs,4,0,0
1,5,0,https://stackoverflow.com/questions/67533168/subtracting-30-days-from-an-isodate-using-momentjs,5,0,0
1,5,0,https://stackoverflow.com/questions/1296358/how-to-subtract-days-from-a-plain-date,6,0,0
1,5,0,https://stackoverflow.com/questions/51428671/moment-js-subtract-1-day-from-sunday-not-working-as-expected,7,0,0
1,5,0,https://stackoverflow.com/questions/35788718/moment-js-add-subtract-days-without-affecting-the-original-date,8,0,0
1,5,0,https://stackoverflow.com/questions/57901065/subtract-7-days-from-moment-date-getting-invalid-date,9,0,0
1,6,0,https://stackoverflow.com/questions/58081749/node-express-force-all-static-routes-to-point-to-root-path,0,0,0
1,6,0,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,1,0,0
1,6,0,https://stackoverflow.com/questions/36395563/static-routing-in-node-express,2,1,27
1,6,0,https://stackoverflow.com/questions/69758526/express-static-routes-are-not-working-when-adding-a-validation-middleware,3,1,9
1,6,0,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,4,2,6
1,6,0,https://stackoverflow.com/questions/73305912/how-to-add-a-static-route-after-a-dynamic-one-in-expressjs,5,0,0
1,6,0,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,6,1,3
1,6,0,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,7,2,5
1,6,0,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,8,2,16
1,6,0,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,9,1,12
1,6,1,https://stackoverflow.com/questions/26349497/node-express-with-static-html-how-to-route-all-requests-to-index-html,0,5,82
1,6,1,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,1,2,5
1,6,1,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,2,2,16
1,6,1,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,3,1,12
1,6,1,https://stackoverflow.com/questions/58081749/node-express-force-all-static-routes-to-point-to-root-path,4,0,0
1,6,1,https://stackoverflow.com/questions/28143419/express-static-keeps-routing-my-files-from-the-route,5,1,7
1,6,1,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,6,1,3
1,6,1,https://stackoverflow.com/questions/32544846/how-to-set-dynamic-route-for-static-files-in-express,7,5,52
1,6,1,https://stackoverflow.com/questions/11569181/serve-static-files-on-a-dynamic-route-using-express,8,4,31
1,6,1,https://stackoverflow.com/questions/10434001/static-files-with-express-js,9,9,96
2,2,0,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,0,0,0
2,2,0,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,1,0,0
2,2,0,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,2,0,0
2,2,0,https://stackoverflow.com/questions/31553155/sort-by-object-key-in-descending-order-on-javascript-underscore,3,0,0
2,2,0,https://stackoverflow.com/questions/56996782/javascript-sorting-objects-not-arrays-in-descending,4,0,0
2,2,0,https://stackoverflow.com/questions/1129216/sort-array-of-objects-by-string-property-value,5,0,0
2,2,0,https://stackoverflow.com/questions/49365109/sort-array-of-objects-with-letters-and-numbers-in-descending-order,6,0,0
2,2,0,https://stackoverflow.com/questions/72084911/how-do-i-sort-array-of-objects-in-descending-order-based-on-alphanumeric-value-i,7,0,0
2,2,0,https://stackoverflow.com/questions/65687818/js-sort-array-of-objets-by-specific-string-property-not-ascending-or-descending,8,0,0
2,2,0,https://stackoverflow.com/questions/12900058/how-can-i-sort-a-javascript-array-of-objects-numerically-and-then-alphabetically,9,0,0
2,4,0,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,0,22,532
2,4,0,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,1,1,11
2,4,0,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,2,1,3
2,4,0,https://stackoverflow.com/questions/60689698/how-to-format-currency-and-time-in-javascript,3,2,89
2,4,0,https://stackoverflow.com/questions/19664926/proper-js-currency-format-with-commas-and-decimals,4,2,50
2,4,0,https://stackoverflow.com/questions/69668216/currency-format-in-euro,5,1,2
2,4,0,https://stackoverflow.com/questions/40426965/javascript-function-to-format-as-money,6,1,7
2,4,0,https://stackoverflow.com/questions/46235907/format-currency-in-javascript-removing-00,7,6,34
2,4,0,https://stackoverflow.com/questions/68549027/currency-formatting-using-intl-numberformat-without-currency-symbol,8,1,85
2,3,0,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,0,16,291
2,3,0,https://stackoverflow.com/questions/6116474/how-to-find-if-an-array-contains-a-specific-string-in-javascript-jquery,1,5,77
2,3,0,https://stackoverflow.com/questions/52460473/find-object-with-specific-value-in-array,2,4,48
2,3,0,https://stackoverflow.com/questions/13964155/get-javascript-object-from-array-of-objects-by-value-of-property,3,13,172
2,3,0,https://stackoverflow.com/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects,4,24,285
2,3,0,https://stackoverflow.com/questions/52311150/find-all-matching-elements-with-in-an-array-of-objects,5,4,45
2,3,0,https://stackoverflow.com/questions/237104/how-do-i-check-if-an-array-includes-a-value-in-javascript,6,20,448
2,3,0,https://stackoverflow.com/questions/35206125/how-can-i-find-and-update-values-in-an-array-of-objects,7,10,85
2,3,0,https://stackoverflow.com/questions/57607836/find-an-item-in-array-and-get-whats-left,8,4,31
2,3,0,https://stackoverflow.com/questions/143847/best-way-to-find-if-an-item-is-in-a-javascript-array,9,4,113
2,1,0,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,0,0,0
2,1,0,https://stackoverflow.com/questions/42523881/how-to-clone-a-javascript-array-of-objects,1,0,0
2,1,0,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,2,0,0
2,1,0,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,3,0,0
2,1,0,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,4,0,0
2,1,0,https://stackoverflow.com/questions/44808882/cloning-an-array-in-javascript-typescript,5,0,0
2,1,0,https://stackoverflow.com/questions/53273218/javascript-deep-copy-an-array-containing-nested-objects-arrays-functions,6,0,0
2,1,0,https://stackoverflow.com/questions/68764568/why-my-code-to-clone-an-array-doesnt-work-javascript,7,0,0
2,1,0,https://stackoverflow.com/questions/597588/how-do-you-clone-an-array-of-objects-in-javascript,8,0,0
2,1,0,https://stackoverflow.com/questions/48219487/javascript-how-to-clone-array-without-reference,9,0,0
2,5,0,https://stackoverflow.com/questions/26131003/moment-js-start-and-end-of-given-month,0,11,118
2,5,0,https://stackoverflow.com/questions/29651815/format-date-and-subtract-days-using-moment-js,1,6,39
2,5,0,https://stackoverflow.com/questions/41505492/how-to-subtract-one-month-using-moment-js,2,1,8
2,5,0,https://stackoverflow.com/questions/39267623/moment-js-get-first-and-last-day-of-current-month,3,9,54
2,5,0,https://stackoverflow.com/questions/8842732/how-to-get-30-days-prior-to-current-date,4,13,56
2,5,0,https://stackoverflow.com/questions/39353993/moment-js-last-day-of-month-issue,5,2,22
2,5,0,https://stackoverflow.com/questions/1296358/how-to-subtract-days-from-a-plain-date,6,25,232
2,5,0,https://stackoverflow.com/questions/33440646/how-to-properly-add-1-month-from-now-to-current-date-in-moment-js,7,4,31
2,5,0,https://stackoverflow.com/questions/25150570/get-hours-difference-between-two-dates-in-moment-js,8,15,112
2,5,0,https://stackoverflow.com/questions/29454824/how-to-get-time-using-moment-js,9,3,18
2,6,0,https://stackoverflow.com/questions/28143419/express-static-keeps-routing-my-files-from-the-route,0,0,0
2,6,0,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,1,0,0
2,6,0,https://stackoverflow.com/questions/58081749/node-express-force-all-static-routes-to-point-to-root-path,2,0,0
2,6,0,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,3,0,0
2,6,0,https://stackoverflow.com/questions/69758526/express-static-routes-are-not-working-when-adding-a-validation-middleware,4,0,0
2,6,0,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,5,0,0
2,6,0,https://stackoverflow.com/questions/36395563/static-routing-in-node-express,6,0,0
2,6,0,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,7,0,0
2,6,0,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,8,0,0
2,6,0,https://stackoverflow.com/questions/73305912/how-to-add-a-static-route-after-a-dynamic-one-in-expressjs,9,0,0
2,6,1,https://stackoverflow.com/questions/28143419/express-static-keeps-routing-my-files-from-the-route,0,0,0
2,6,1,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,1,0,0
2,6,1,https://stackoverflow.com/questions/58081749/node-express-force-all-static-routes-to-point-to-root-path,2,0,0
2,6,1,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,3,0,0
2,6,1,https://stackoverflow.com/questions/69758526/express-static-routes-are-not-working-when-adding-a-validation-middleware,4,0,0
2,6,1,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,5,0,0
2,6,1,https://stackoverflow.com/questions/36395563/static-routing-in-node-express,6,0,0
2,6,1,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,7,0,0
2,6,1,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,8,0,0
2,6,1,https://stackoverflow.com/questions/73305912/how-to-add-a-static-route-after-a-dynamic-one-in-expressjs,9,0,0
2,6,2,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,0,0,0
2,6,2,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,1,0,0
2,6,2,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,2,0,0
2,6,2,https://stackoverflow.com/questions/58081749/node-express-force-all-static-routes-to-point-to-root-path,3,0,0
2,6,2,https://stackoverflow.com/questions/69758526/express-static-routes-are-not-working-when-adding-a-validation-middleware,4,0,0
2,6,2,https://stackoverflow.com/questions/36395563/static-routing-in-node-express,5,0,0
2,6,2,https://stackoverflow.com/questions/32544846/how-to-set-dynamic-route-for-static-files-in-express,6,0,0
2,6,2,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,7,0,0
2,6,2,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,8,0,0
2,6,2,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,9,0,0
3,2,0,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,0,0,0
3,2,0,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,1,0,0
3,2,0,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,2,0,0
3,2,0,https://stackoverflow.com/questions/31553155/sort-by-object-key-in-descending-order-on-javascript-underscore,3,0,0
3,2,0,https://stackoverflow.com/questions/56996782/javascript-sorting-objects-not-arrays-in-descending,4,0,0
3,2,0,https://stackoverflow.com/questions/1129216/sort-array-of-objects-by-string-property-value,5,0,0
3,2,0,https://stackoverflow.com/questions/49365109/sort-array-of-objects-with-letters-and-numbers-in-descending-order,6,0,0
3,2,0,https://stackoverflow.com/questions/72084911/how-do-i-sort-array-of-objects-in-descending-order-based-on-alphanumeric-value-i,7,0,0
3,2,0,https://stackoverflow.com/questions/65687818/js-sort-array-of-objets-by-specific-string-property-not-ascending-or-descending,8,0,0
3,2,0,https://stackoverflow.com/questions/12900058/how-can-i-sort-a-javascript-array-of-objects-numerically-and-then-alphabetically,9,0,0
3,4,0,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,0,22,532
3,4,0,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,1,1,11
3,4,0,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,2,1,3
3,4,0,https://stackoverflow.com/questions/60689698/how-to-format-currency-and-time-in-javascript,3,2,89
3,4,0,https://stackoverflow.com/questions/19664926/proper-js-currency-format-with-commas-and-decimals,4,2,50
3,4,0,https://stackoverflow.com/questions/69668216/currency-format-in-euro,5,1,2
3,4,0,https://stackoverflow.com/questions/40426965/javascript-function-to-format-as-money,6,1,7
3,4,0,https://stackoverflow.com/questions/46235907/format-currency-in-javascript-removing-00,7,6,34
3,4,0,https://stackoverflow.com/questions/68549027/currency-formatting-using-intl-numberformat-without-currency-symbol,8,1,85
3,1,0,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,0,0,0
3,1,0,https://stackoverflow.com/questions/42523881/how-to-clone-a-javascript-array-of-objects,1,0,0
3,1,0,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,2,0,0
3,1,0,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,3,0,0
3,1,0,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,4,0,0
3,1,0,https://stackoverflow.com/questions/44808882/cloning-an-array-in-javascript-typescript,5,0,0
3,1,0,https://stackoverflow.com/questions/53273218/javascript-deep-copy-an-array-containing-nested-objects-arrays-functions,6,0,0
3,1,0,https://stackoverflow.com/questions/68764568/why-my-code-to-clone-an-array-doesnt-work-javascript,7,0,0
3,1,0,https://stackoverflow.com/questions/597588/how-do-you-clone-an-array-of-objects-in-javascript,8,0,0
3,1,0,https://stackoverflow.com/questions/48219487/javascript-how-to-clone-array-without-reference,9,0,0
3,5,0,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,0,1,6
3,5,0,https://stackoverflow.com/questions/29651815/format-date-and-subtract-days-using-moment-js,1,6,39
3,5,0,https://stackoverflow.com/questions/52326850/how-to-get-the-total-hours-by-subtracting-two-dates-using-moment,2,3,26
3,5,0,https://stackoverflow.com/questions/25888182/moment-js-how-to-subtract-7-days-from-current-date,3,6,29
3,5,0,https://stackoverflow.com/questions/24428656/subtract-time-from-date-moment-js,4,7,100
3,5,0,https://stackoverflow.com/questions/68756983/how-add-and-subtract-days-using-moment-js-for-the-given-timestamp-value,5,4,53
3,5,0,https://stackoverflow.com/questions/41505492/how-to-subtract-one-month-using-moment-js,6,1,8
3,5,0,https://stackoverflow.com/questions/54019837/subtract-one-day-from-a-particular-date-using-momentjs,7,1,2
3,5,0,https://stackoverflow.com/questions/58626988/subtract-days-after-the-current-date-moment-js,8,1,28
3,5,0,https://stackoverflow.com/questions/67533168/subtracting-30-days-from-an-isodate-using-momentjs,9,1,9
3,6,0,https://stackoverflow.com/questions/50356541/active-directory-and-express-node,0,0,0
3,6,0,https://stackoverflow.com/questions/46517342/how-to-use-route-path-in-express,1,0,0
3,6,0,https://stackoverflow.com/questions/12525928/how-to-get-request-path-with-express-req-object,2,0,0
3,6,0,https://stackoverflow.com/questions/6161567/express-js-wildcard-routing-to-cover-everything-under-and-including-a-path,3,0,0
3,6,0,https://stackoverflow.com/questions/44562781/nodes-express-app-route-path-confuse-the-other-folder,4,0,0
3,6,0,https://stackoverflow.com/questions/16548586/adding-a-new-route-to-node-express,5,0,0
3,6,0,https://stackoverflow.com/questions/31055347/how-to-get-path-variable-in-expressnode-js,6,0,0
3,6,0,https://stackoverflow.com/questions/51144781/route-parameters-in-express-js,7,0,0
3,6,0,https://stackoverflow.com/questions/18342453/node-js-express-route-all-paths,8,0,0
3,6,0,https://stackoverflow.com/questions/7794709/defining-multiple-express-js-routes-using-path-parameters,9,0,0
3,6,1,https://stackoverflow.com/questions/68489291/how-to-set-express-static-path-when-app-is-in-dependency-module,0,0,0
3,6,1,https://stackoverflow.com/questions/61090344/express-how-to-always-serve-static-directory,1,0,0
3,6,1,https://stackoverflow.com/questions/65115458/how-to-serve-static-files-in-expressjs-on-some-paths-and-not-others,2,0,0
3,6,1,https://stackoverflow.com/questions/71668735/static-files-in-express,3,0,0
3,6,1,https://stackoverflow.com/questions/10434001/static-files-with-express-js,4,0,0
3,6,1,https://stackoverflow.com/questions/62782017/add-static-middleware-to-serve-static-files-in-express,5,0,0
3,6,1,https://stackoverflow.com/questions/54355939/how-do-i-use-express-static-with-a-directory-path-based-on-the-url,6,0,0
3,6,1,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,7,0,0
3,6,1,https://stackoverflow.com/questions/50008552/how-to-make-express-serve-static-files-from-another-upper-directory,8,0,0
3,6,1,https://stackoverflow.com/questions/71015238/express-serving-static-files-in-express-using-app-use-not-working-on-route,9,0,0
4,2,0,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,0,0,0
4,2,0,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,1,0,0
4,2,0,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,2,0,0
4,2,0,https://stackoverflow.com/questions/31553155/sort-by-object-key-in-descending-order-on-javascript-underscore,3,0,0
4,2,0,https://stackoverflow.com/questions/56996782/javascript-sorting-objects-not-arrays-in-descending,4,0,0
4,2,0,https://stackoverflow.com/questions/1129216/sort-array-of-objects-by-string-property-value,5,0,0
4,2,0,https://stackoverflow.com/questions/49365109/sort-array-of-objects-with-letters-and-numbers-in-descending-order,6,0,0
4,2,0,https://stackoverflow.com/questions/72084911/how-do-i-sort-array-of-objects-in-descending-order-based-on-alphanumeric-value-i,7,0,0
4,2,0,https://stackoverflow.com/questions/65687818/js-sort-array-of-objets-by-specific-string-property-not-ascending-or-descending,8,0,0
4,2,0,https://stackoverflow.com/questions/12900058/how-can-i-sort-a-javascript-array-of-objects-numerically-and-then-alphabetically,9,0,0
4,4,0,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,0,0,0
4,4,0,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,1,0,0
4,4,0,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,2,0,0
4,4,0,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,3,0,0
4,4,0,https://stackoverflow.com/questions/60689698/how-to-format-currency-and-time-in-javascript,4,0,0
4,4,0,https://stackoverflow.com/questions/19664926/proper-js-currency-format-with-commas-and-decimals,5,0,0
4,4,0,https://stackoverflow.com/questions/69668216/currency-format-in-euro,6,0,0
4,4,0,https://stackoverflow.com/questions/40426965/javascript-function-to-format-as-money,7,0,0
4,4,0,https://stackoverflow.com/questions/46235907/format-currency-in-javascript-removing-00,8,0,0
4,4,0,https://stackoverflow.com/questions/68549027/currency-formatting-using-intl-numberformat-without-currency-symbol,9,0,0
4,3,0,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,0,16,291
4,3,0,https://stackoverflow.com/questions/6116474/how-to-find-if-an-array-contains-a-specific-string-in-javascript-jquery,1,5,77
4,3,0,https://stackoverflow.com/questions/52460473/find-object-with-specific-value-in-array,2,4,48
4,3,0,https://stackoverflow.com/questions/13964155/get-javascript-object-from-array-of-objects-by-value-of-property,3,13,172
4,3,0,https://stackoverflow.com/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects,4,24,285
4,3,0,https://stackoverflow.com/questions/52311150/find-all-matching-elements-with-in-an-array-of-objects,5,4,45
